===================
	  Java项目分析报告
===================

1. 类 / 接口汇总
------------------
类 org.apache.commons.math4.core.jdkmath.AccurateMath   [50字段, 87方法, 注释率31%]
org.apache.commons.math4.legacy.optim.linear.Relationship 依赖于:
  -> org.apache.commons.math4.legacy.optim.linear.Relationship

org.apache.commons.math4.legacy.optim.linear.SimplexSolver 依赖于:
  -> org.apache.commons.math4.legacy.optim.linear.UnboundedSolutionException
  -> org.apache.commons.math4.legacy.optim.linear.LinearOptimizer
  -> org.apache.commons.math4.legacy.optim.linear.SolutionCallback
  -> org.apache.commons.math4.legacy.optim.linear.PivotSelectionRule
  -> org.apache.commons.numbers.core.Precision
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> org.apache.commons.math4.core.jdkmath.JdkMath
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> org.apache.commons.math4.legacy.optim.linear.SimplexTableau
  -> java.util.ArrayList
  -> org.apache.commons.math4.legacy.optim.linear.NoFeasibleSolutionException
  -> org.apache.commons.math4.legacy.exception.TooManyIterationsException
  -> java.util.List

org.apache.commons.math4.legacy.optim.linear.SimplexTableau 依赖于:
  -> org.apache.commons.math4.legacy.linear.Array2DRowRealMatrix
  -> java.util.Arrays
  -> org.apache.commons.math4.legacy.exception.DimensionMismatchException
  -> java.util.Collection
  -> org.apache.commons.math4.legacy.optim.linear.Relationship
  -> java.util.Set
  -> org.apache.commons.numbers.core.Precision
  -> java.util.TreeSet
  -> System
  -> Double.valueOf(epsilon)
  -> org.apache.commons.math4.legacy.linear.RealVector
  -> java.util.ArrayList
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> org.apache.commons.math4.legacy.optim.linear.SimplexTableau
  -> java.util.HashSet
  -> java.util.List
  -> Boolean.valueOf(restrictToNonNegative)
  -> org.apache.commons.math4.legacy.optim.linear.LinearObjectiveFunction
  -> org.apache.commons.math4.legacy.optim.linear.LinearConstraint

org.apache.commons.math4.legacy.optim.linear.SolutionCallback 依赖于:
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> org.apache.commons.math4.legacy.optim.linear.SimplexTableau
  -> org.apache.commons.math4.legacy.optim.PointValuePair

org.apache.commons.math4.legacy.optim.linear.UnboundedSolutionException 依赖于:
  -> org.apache.commons.math4.legacy.exception.MathIllegalStateException

org.apache.commons.math4.legacy.optim.MaxEval 依赖于:
  -> org.apache.commons.math4.legacy.optim.MaxEval
  -> org.apache.commons.math4.legacy.optim.OptimizationData

org.apache.commons.math4.legacy.optim.MaxIter 依赖于:
  -> org.apache.commons.math4.legacy.optim.MaxIter
  -> org.apache.commons.math4.legacy.optim.OptimizationData

org.apache.commons.math4.legacy.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizer 依赖于:
  -> Formula
  -> org.apache.commons.math4.legacy.exception.TooManyEvaluationsException
  -> org.apache.commons.math4.legacy.optim.ConvergenceChecker
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.gradient.Preconditioner
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.GoalType
  -> org.apache.commons.math4.legacy.exception.MathInternalError
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.GradientMultivariateOptimizer
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> org.apache.commons.math4.legacy.exception.MathUnsupportedOperationException

org.apache.commons.math4.legacy.optim.nonlinear.scalar.GradientMultivariateOptimizer 依赖于:
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.ObjectiveFunctionGradient
  -> org.apache.commons.math4.legacy.exception.TooManyEvaluationsException
  -> org.apache.commons.math4.legacy.analysis.MultivariateVectorFunction
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateOptimizer
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> org.apache.commons.math4.legacy.optim.PointValuePair

org.apache.commons.math4.legacy.optim.nonlinear.scalar.LeastSquaresConverter 依赖于:
  -> org.apache.commons.math4.legacy.linear.RealMatrix
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> org.apache.commons.math4.legacy.exception.DimensionMismatchException
  -> org.apache.commons.math4.legacy.analysis.MultivariateVectorFunction

org.apache.commons.math4.legacy.optim.nonlinear.scalar.LineSearch 依赖于:
  -> org.apache.commons.math4.legacy.optim.univariate.UnivariateObjectiveFunction
  -> org.apache.commons.math4.legacy.optim.MaxEval
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> org.apache.commons.math4.legacy.optim.univariate.BracketFinder
  -> org.apache.commons.math4.legacy.optim.univariate.UnivariateOptimizer
  -> org.apache.commons.math4.legacy.optim.univariate.SearchInterval
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateOptimizer
  -> org.apache.commons.math4.legacy.analysis.UnivariateFunction
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.GoalType
  -> org.apache.commons.math4.legacy.optim.univariate.UnivariatePointValuePair

org.apache.commons.math4.legacy.optim.nonlinear.scalar.LineSearchTolerance 依赖于:
  -> org.apache.commons.math4.legacy.optim.Tolerance

org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultiStartMultivariateOptimizer 依赖于:
  -> PointValuePair[]
  -> java.util.List
  -> org.apache.commons.math4.legacy.optim.BaseMultiStartMultivariateOptimizer
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateOptimizer
  -> java.util.Comparator
  -> java.util.Collections
  -> org.apache.commons.math4.legacy.optim.PointValuePair

org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateFunctionMappingAdapter 依赖于:
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> Mapper[]

org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateFunctionPenaltyAdapter 依赖于:
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> org.apache.commons.math4.core.jdkmath.JdkMath

org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateOptimizer 依赖于:
  -> org.apache.commons.math4.legacy.optim.BaseMultivariateOptimizer
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.LineSearch
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.ObjectiveFunction
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.LineSearchTolerance
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.GoalType
  -> org.apache.commons.math4.legacy.optim.univariate.UnivariatePointValuePair
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> org.apache.commons.math4.legacy.optim.PointValuePair

org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.BOBYQAOptimizer 依赖于:
  -> org.apache.commons.math4.legacy.linear.Array2DRowRealMatrix
  -> org.apache.commons.math4.legacy.exception.MathIllegalStateException
  -> org.apache.commons.math4.legacy.exception.OutOfRangeException
  -> org.apache.commons.math4.legacy.linear.ArrayRealVector
  -> org.apache.commons.math4.legacy.exception.NumberIsTooSmallException
  -> Throwable
  -> StackTraceElement
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateOptimizer
  -> org.apache.commons.math4.core.jdkmath.JdkMath
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> org.apache.commons.math4.legacy.linear.RealVector

org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.CMAESOptimizer 依赖于:
  -> B.multiply(zmean)
  -> BD
  -> org.apache.commons.math4.legacy.exception.TooManyEvaluationsException
  -> java.util.Arrays
  -> org.apache.commons.math4.legacy.exception.OutOfRangeException
  -> B
  -> ValuePenaltyPair[]
  -> C
  -> ValuePenaltyPair
  -> FitnessFunction
  -> C.scalarMultiply(oldFac)
  -> org.apache.commons.math4.core.jdkmath.JdkMath
  -> System
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.PopulationSize
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateOptimizer
  -> org.apache.commons.math4.legacy.linear.EigenDecomposition
  -> ContinuousDistribution.Sampler
  -> org.apache.commons.math4.legacy.linear.Array2DRowRealMatrix
  -> org.apache.commons.math4.legacy.linear.RealMatrix
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.Sigma
  -> C.scalarMultiply(oldFac).add(// regard old matrix
roneu).add(// plus rank one update
arpos.// plus rank one update
scalarMultiply(// plus rank mu update
ccovmu + (1 - negalphaold) * negccov).multiply(times(repmat(weights, 1, dimension), arpos.transpose())))
  -> DoubleIndex
  -> org.apache.commons.math4.legacy.exception.DimensionMismatchException
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> java.util.List
  -> org.apache.commons.math4.legacy.linear.MatrixUtils
  -> BD.multiply(arz.getColumnMatrix(k))
  -> org.apache.commons.math4.legacy.exception.NotStrictlyPositiveException
  -> C.scalarMultiply(oldFac).add(// regard old matrix
roneu)

org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.HedarFukushimaTransform 依赖于:
  -> java.util.List
  -> TransformFactory
  -> org.apache.commons.rng.sampling.distribution.ContinuousSampler
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> java.util.function.UnaryOperator
  -> java.util.function.DoublePredicate
  -> java.util.Comparator
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.Simplex
  -> java.util.Collections
  -> IllegalArgumentException
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> java.util.ArrayList

org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.MultiDirectionalTransform 依赖于:
  -> java.util.List
  -> TransformFactory
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> java.util.function.UnaryOperator
  -> java.util.function.DoublePredicate
  -> java.util.Comparator
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.Simplex
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> java.util.ArrayList

org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.NelderMeadTransform 依赖于:
  -> TransformFactory
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> java.util.function.UnaryOperator
  -> java.util.function.DoublePredicate
  -> java.util.Comparator
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.Simplex
  -> org.apache.commons.math4.legacy.optim.PointValuePair

org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.PowellOptimizer 依赖于:
  -> org.apache.commons.math4.legacy.optim.ConvergenceChecker
  -> java.util.Arrays
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateOptimizer
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.GoalType
  -> org.apache.commons.math4.legacy.optim.univariate.UnivariatePointValuePair
  -> org.apache.commons.math4.core.jdkmath.JdkMath
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> org.apache.commons.math4.legacy.exception.MathUnsupportedOperationException

org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.Simplex 依赖于:
  -> java.util.Arrays
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> org.apache.commons.math4.legacy.exception.DimensionMismatchException
  -> org.apache.commons.math4.legacy.exception.ZeroException
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> System
  -> java.util.ArrayList
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> java.util.List
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.Simplex
  -> java.util.Comparator
  -> java.util.Collections
  -> IllegalArgumentException

org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.SimplexOptimizer 依赖于:
  -> java.util.Arrays
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.SimplexOptimizer
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.SimulatedAnnealing
  -> java.util.function.UnaryOperator
  -> Math
  -> java.util.ArrayList
  -> org.apache.commons.math4.legacy.exception.MathUnsupportedOperationException
  -> org.apache.commons.math4.legacy.optim.ConvergenceChecker
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.PopulationSize
  -> Observer
  -> org.apache.commons.math4.legacy.core.MathArrays
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.MultivariateOptimizer
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.GoalType
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.Simplex
  -> java.util.function.IntSupplier
  -> IllegalArgumentException
  -> Simplex.TransformFactory
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.ObjectiveFunction
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> org.apache.commons.math4.legacy.optim.PointValuePair
  -> java.util.Objects
  -> java.util.List
  -> org.apache.commons.math4.legacy.optim.MaxEval
  -> TransformFactory
  -> org.apache.commons.math4.legacy.exception.MathInternalError
  -> java.util.Comparator
  -> org.apache.commons.math4.legacy.optim.InitialGuess
  -> java.util.Collections
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.noderiv.MultiDirectionalTransform

org.apache.commons.math4.legacy.optim.nonlinear.scalar.ObjectiveFunction 依赖于:
  -> org.apache.commons.math4.legacy.analysis.MultivariateFunction
  -> org.apache.commons.math4.legacy.optim.OptimizationData

org.apache.commons.math4.legacy.optim.nonlinear.scalar.ObjectiveFunctionGradient 依赖于:
  -> org.apache.commons.math4.legacy.analysis.MultivariateVectorFunction
  -> org.apache.commons.math4.legacy.optim.OptimizationData

org.apache.commons.math4.legacy.optim.nonlinear.scalar.PopulationSize 依赖于:
  -> org.apache.commons.math4.legacy.optim.OptimizationData

org.apache.commons.math4.legacy.optim.nonlinear.scalar.Sigma 依赖于:
  -> org.apache.commons.math4.legacy.optim.OptimizationData

org.apache.commons.math4.legacy.optim.nonlinear.scalar.SimulatedAnnealing 依赖于:
  -> org.apache.commons.rng.UniformRandomProvider
  -> java.util.function.DoublePredicate
  -> Math
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> CoolingSchedule

org.apache.commons.math4.legacy.optim.OptimizationProblem 依赖于:
  -> org.apache.commons.math4.legacy.optim.ConvergenceChecker
  -> Incrementor
  -> IntegerSequence.Incrementor
  -> org.apache.commons.math4.legacy.core.IntegerSequence
  -> PAIR

org.apache.commons.math4.legacy.optim.PointValuePair 依赖于:
  -> java.util.Arrays
  -> org.apache.commons.math4.legacy.core.Pair
  -> org.apache.commons.math4.legacy.optim.PointValuePair

org.apache.commons.math4.legacy.optim.PointVectorValuePair 依赖于:
  -> org.apache.commons.math4.legacy.core.Pair

org.apache.commons.math4.legacy.optim.SimpleBounds 依赖于:
  -> java.util.Arrays
  -> org.apache.commons.math4.legacy.optim.SimpleBounds
  -> org.apache.commons.math4.legacy.optim.OptimizationData

org.apache.commons.math4.legacy.optim.SimplePointChecker 依赖于:
  -> org.apache.commons.math4.legacy.optim.AbstractConvergenceChecker
  -> org.apache.commons.math4.core.jdkmath.JdkMath
  -> PAIR

org.apache.commons.math4.legacy.optim.SimpleValueChecker 依赖于:
  -> org.apache.commons.math4.legacy.optim.AbstractConvergenceChecker
  -> org.apache.commons.math4.core.jdkmath.JdkMath
  -> org.apache.commons.math4.legacy.optim.PointValuePair

org.apache.commons.math4.legacy.optim.SimpleVectorValueChecker 依赖于:
  -> org.apache.commons.math4.legacy.optim.PointVectorValuePair
  -> org.apache.commons.math4.legacy.optim.AbstractConvergenceChecker
  -> org.apache.commons.math4.core.jdkmath.JdkMath

org.apache.commons.math4.legacy.optim.Tolerance 依赖于:
  -> org.apache.commons.math4.legacy.optim.OptimizationData

org.apache.commons.math4.legacy.optim.univariate.BracketFinder 依赖于:
  -> FunctionEvaluator
  -> org.apache.commons.math4.legacy.analysis.UnivariateFunction
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.GoalType
  -> org.apache.commons.math4.core.jdkmath.JdkMath

org.apache.commons.math4.legacy.optim.univariate.BrentOptimizer 依赖于:
  -> org.apache.commons.math4.legacy.optim.ConvergenceChecker
  -> org.apache.commons.math4.legacy.optim.univariate.UnivariateOptimizer
  -> org.apache.commons.math4.legacy.analysis.UnivariateFunction
  -> org.apache.commons.numbers.core.Precision
  -> org.apache.commons.math4.legacy.optim.univariate.UnivariatePointValuePair
  -> org.apache.commons.math4.core.jdkmath.JdkMath

org.apache.commons.math4.legacy.optim.univariate.MultiStartUnivariateOptimizer 依赖于:
  -> org.apache.commons.math4.legacy.exception.MathIllegalStateException
  -> java.util.Arrays
  -> org.apache.commons.rng.UniformRandomProvider
  -> org.apache.commons.math4.legacy.optim.univariate.SearchInterval
  -> org.apache.commons.math4.legacy.optim.OptimizationData
  -> OptimizationData[]
  -> UnivariatePointValuePair[]
  -> org.apache.commons.math4.legacy.optim.MaxEval
  -> RuntimeException
  -> org.apache.commons.math4.legacy.optim.univariate.UnivariateOptimizer
  -> org.apache.commons.math4.legacy.optim.nonlinear.scalar.GoalType
  -> java.util.Comparator
  -> org.apache.commons.math4.legacy.optim.univariate.UnivariatePointValuePair

org.apache.commons.math4.legacy.optim.univariate.SearchInterval 依赖于:
